unit,na_item,geo\time	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
PPCS_HAB,B6N,ES7	: 	11800.00 	11600.00 	12000.00 	11900.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES70	: 	11800.00 	11600.00 	12000.00 	11900.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EU28	: 	15500.00 e	15400.00 e	15200.00 e	14900.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,FI	: 	16200.00 	16100.00 	15600.00 	15100.00 	14200.00 	14200.00 	13700.00 	12700.00 	12200.00 	11900.00 	11100.00 	: 	: 	: 
PPCS_HAB,B6N,FI1	: 	16200.00 	16000.00 	15600.00 	15000.00 	14200.00 	14200.00 	13700.00 	12700.00 	12100.00 	11900.00 	11100.00 	: 	: 	: 
PPCS_HAB,B6N,FI19	: 	15500.00 	15300.00 	14800.00 	14300.00 	13500.00 	13700.00 	13200.00 	12100.00 	11500.00 	11300.00 	10600.00 	: 	: 	: 
PPCS_HAB,B6N,FI1B	: 	18000.00 	18200.00 	17700.00 	17200.00 	16300.00 	16000.00 	15300.00 	14300.00 	14000.00 	13700.00 	12800.00 	: 	: 	: 
PPCS_HAB,B6N,FI1C	: 	15800.00 	15600.00 	15100.00 	14600.00 	13900.00 	13900.00 	13400.00 	12400.00 	11900.00 	11600.00 	10900.00 	: 	: 	: 
PPCS_HAB,B6N,FI1D	: 	15000.00 	14600.00 	14300.00 	13700.00 	12800.00 	13000.00 	12600.00 	11600.00 	11000.00 	10700.00 	10000.00 	: 	: 	: 
PPCS_HAB,B6N,FI2	: 	18600.00 	18400.00 	18500.00 	17800.00 	16900.00 	17000.00 	15000.00 	13600.00 	14300.00 	14900.00 	14400.00 	: 	: 	: 
PPCS_HAB,B6N,FI20	: 	18600.00 	18400.00 	18500.00 	17800.00 	16900.00 	17000.00 	15000.00 	13600.00 	14300.00 	14900.00 	14400.00 	: 	: 	: 
PPCS_HAB,B6N,FR	: 	17600.00 	17400.00 	17200.00 	17000.00 	16300.00 	16600.00 	16600.00 	15800.00 	15300.00 	14800.00 	14300.00 	: 	: 	: 
PPCS_HAB,B6N,FR1	: 	20900.00 	20900.00 	20700.00 	20700.00 	19700.00 	20000.00 	20300.00 	18900.00 	18800.00 	18500.00 	17800.00 	: 	: 	: 
PPCS_HAB,B6N,FR10	: 	20900.00 	20900.00 	20700.00 	20700.00 	19700.00 	20000.00 	20300.00 	18900.00 	18800.00 	18500.00 	17800.00 	: 	: 	: 
PPCS_HAB,B6N,FR2	: 	17200.00 	16900.00 	16800.00 	16400.00 	15900.00 	16300.00 	16100.00 	15400.00 	14900.00 	14400.00 	13900.00 	: 	: 	: 
PPCS_HAB,B6N,FR21	: 	16600.00 	16300.00 	16300.00 	15800.00 	15500.00 	15700.00 	15900.00 	14900.00 	14300.00 	14100.00 	13400.00 	: 	: 	: 
PPCS_HAB,B6N,FR22	: 	16700.00 	16500.00 	16300.00 	16000.00 	15600.00 	16100.00 	15500.00 	14900.00 	14700.00 	14200.00 	13600.00 	: 	: 	: 
PPCS_HAB,B6N,FR23	: 	17200.00 	17000.00 	16600.00 	16300.00 	15900.00 	16200.00 	15900.00 	15200.00 	15000.00 	14500.00 	14000.00 	: 	: 	: 
PPCS_HAB,B6N,FR24	: 	17700.00 	17300.00 	17300.00 	16900.00 	16400.00 	16800.00 	16500.00 	15900.00 	15300.00 	14900.00 	14300.00 	: 	: 	: 
PPCS_HAB,B6N,FR25	: 	17100.00 	16800.00 	16700.00 	16200.00 	15800.00 	16200.00 	15800.00 	15200.00 	14400.00 	13800.00 	13300.00 	: 	: 	: 
PPCS_HAB,B6N,FR26	: 	17600.00 	17300.00 	17100.00 	16700.00 	16200.00 	16400.00 	16800.00 	15700.00 	15200.00 	14700.00 	14100.00 	: 	: 	: 
PPCS_HAB,B6N,FR3	: 	15000.00 	14800.00 	14700.00 	14800.00 	14100.00 	14300.00 	14400.00 	13800.00 	12900.00 	12400.00 	12000.00 	: 	: 	: 
PPCS_HAB,B6N,FR30	: 	15000.00 	14800.00 	14700.00 	14800.00 	14100.00 	14300.00 	14400.00 	13800.00 	12900.00 	12400.00 	12000.00 	: 	: 	: 
PPCS_HAB,B6N,FR4	: 	16900.00 	16600.00 	16500.00 	16000.00 	15500.00 	15800.00 	16000.00 	15400.00 	15000.00 	14600.00 	14000.00 	: 	: 	: 
PPCS_HAB,B6N,FR41	: 	16500.00 	16200.00 	16100.00 	15500.00 	15100.00 	15300.00 	15600.00 	15300.00 	14500.00 	14200.00 	13600.00 	: 	: 	: 
PPCS_HAB,B6N,FR42	: 	17300.00 	17000.00 	16900.00 	16600.00 	16000.00 	16300.00 	16500.00 	15800.00 	15700.00 	15200.00 	14600.00 	: 	: 	: 
PPCS_HAB,B6N,FR43	: 	17100.00 	16700.00 	16800.00 	16000.00 	15400.00 	15800.00 	15900.00 	15200.00 	15100.00 	14500.00 	14000.00 	: 	: 	: 
PPCS_HAB,B6N,FR5	: 	17100.00 	16800.00 	16600.00 	16200.00 	15700.00 	16000.00 	15800.00 	15200.00 	14500.00 	13800.00 	13400.00 	: 	: 	: 
PPCS_HAB,B6N,FR51	: 	17000.00 	16700.00 	16500.00 	16200.00 	15700.00 	16100.00 	15900.00 	15300.00 	14500.00 	13900.00 	13400.00 	: 	: 	: 
PPCS_HAB,B6N,FR52	: 	17100.00 	16800.00 	16700.00 	16200.00 	15700.00 	15900.00 	15700.00 	15100.00 	14400.00 	13700.00 	13300.00 	: 	: 	: 
PPCS_HAB,B6N,FR53	: 	17200.00 	16900.00 	16700.00 	16200.00 	15800.00 	16100.00 	15900.00 	15300.00 	14400.00 	13900.00 	13400.00 	: 	: 	: 
PPCS_HAB,B6N,FR6	: 	17200.00 	16900.00 	16800.00 	16600.00 	15900.00 	16100.00 	16300.00 	15600.00 	14800.00 	14100.00 	13600.00 	: 	: 	: 
PPCS_HAB,B6N,FR61	: 	17100.00 	16900.00 	16900.00 	16700.00 	16000.00 	16200.00 	16400.00 	15700.00 	14900.00 	14200.00 	13700.00 	: 	: 	: 
PPCS_HAB,B6N,FR62	: 	17200.00 	16900.00 	16700.00 	16400.00 	15800.00 	15900.00 	16100.00 	15400.00 	14600.00 	13900.00 	13400.00 	: 	: 	: 
PPCS_HAB,B6N,FR63	: 	17300.00 	17000.00 	16900.00 	16600.00 	15800.00 	16500.00 	16300.00 	15900.00 	15200.00 	14400.00 	13900.00 	: 	: 	: 
PPCS_HAB,B6N,FR7	: 	17900.00 	17700.00 	17500.00 	17000.00 	16500.00 	16800.00 	16900.00 	16100.00 	15500.00 	15000.00 	14400.00 	: 	: 	: 
PPCS_HAB,B6N,FR71	: 	17900.00 	17700.00 	17500.00 	17100.00 	16500.00 	16800.00 	16900.00 	16200.00 	15600.00 	15100.00 	14600.00 	: 	: 	: 
PPCS_HAB,B6N,FR72	: 	18000.00 	17600.00 	17300.00 	16500.00 	16100.00 	16800.00 	16500.00 	15900.00 	15200.00 	14400.00 	13900.00 	: 	: 	: 
PPCS_HAB,B6N,FR8	: 	16900.00 	16700.00 	16600.00 	16300.00 	15700.00 	15800.00 	15800.00 	15100.00 	14600.00 	14000.00 	13600.00 	: 	: 	: 
PPCS_HAB,B6N,FR81	: 	15800.00 	15700.00 	15600.00 	15400.00 	15000.00 	15100.00 	15200.00 	14500.00 	13700.00 	13200.00 	12800.00 	: 	: 	: 
PPCS_HAB,B6N,FR82	: 	17500.00 	17300.00 	17200.00 	16900.00 	16100.00 	16200.00 	16100.00 	15500.00 	15100.00 	14600.00 	14100.00 	: 	: 	: 
PPCS_HAB,B6N,FR83	: 	16600.00 	16300.00 	15900.00 	15600.00 	15400.00 	15300.00 	14900.00 	14100.00 	13100.00 	12600.00 	12300.00 	: 	: 	: 
PPCS_HAB,B6N,FR9	: 	: 	11900.00 	11600.00 	11400.00 	10700.00 	10600.00 	10600.00 	10400.00 	9800.00 	9300.00 	8900.00 	: 	: 	: 
PPCS_HAB,B6N,FR91	: 	: 	12500.00 	12200.00 	12000.00 	11200.00 	11200.00 	9900.00 	10100.00 	9500.00 	9000.00 	8500.00 	: 	: 	: 
PPCS_HAB,B6N,FR92	: 	: 	14000.00 	13600.00 	13300.00 	12100.00 	11800.00 	12200.00 	12000.00 	11300.00 	10800.00 	10400.00 	: 	: 	: 
PPCS_HAB,B6N,FR93	: 	: 	8800.00 	8800.00 	8700.00 	8100.00 	7700.00 	8200.00 	8400.00 	7900.00 	7400.00 	7200.00 	: 	: 	: 
PPCS_HAB,B6N,FR94	: 	: 	13300.00 	13100.00 	12800.00 	12200.00 	12100.00 	12400.00 	11700.00 	11200.00 	10500.00 	10100.00 	: 	: 	: 
PPCS_HAB,B6N,FRA	: 	12500.00 	12200.00 	11800.00 	11500.00 	10900.00 	10800.00 	10800.00 	10500.00 	10000.00 	9400.00 	9000.00 	: 	: 	: 
PPCS_HAB,B6N,FRA1	: 	14200.00 	13700.00 	13200.00 	13000.00 	12000.00 	12100.00 	10700.00 	11000.00 	10300.00 	9700.00 	9200.00 	: 	: 	: 
PPCS_HAB,B6N,FRA2	: 	14100.00 	13900.00 	13300.00 	13100.00 	12100.00 	11800.00 	12200.00 	12000.00 	11300.00 	10800.00 	10400.00 	: 	: 	: 
PPCS_HAB,B6N,FRA3	: 	9100.00 	8900.00 	8300.00 	8200.00 	8100.00 	7700.00 	8200.00 	8400.00 	7900.00 	7400.00 	7200.00 	: 	: 	: 
PPCS_HAB,B6N,FRA4	: 	13900.00 	13600.00 	13200.00 	12800.00 	12200.00 	12100.00 	12400.00 	11700.00 	11200.00 	10500.00 	10100.00 	: 	: 	: 
PPCS_HAB,B6N,FRA5	: 	4900.00 	4600.00 	4500.00 	4200.00 	4000.00 	4300.00 	3700.00 	3400.00 	3300.00 	2800.00 	2500.00 	: 	: 	: 
PPCS_HAB,B6N,HR	: 	9200.00 	9300.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,HR0	: 	9200.00 	9300.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,HR03	: 	9000.00 	9000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,HR04	: 	9300.00 	9500.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,HU	: 	9000.00 	8700.00 	8600.00 	8000.00 	7700.00 	7800.00 	7900.00 	8000.00 	7800.00 	7200.00 	6900.00 	: 	: 	: 
PPCS_HAB,B6N,HU1	: 	9000.00 	9800.00 	10500.00 	8500.00 	8500.00 	9000.00 	10300.00 	10800.00 	11100.00 	10200.00 	9500.00 	: 	: 	: 
PPCS_HAB,B6N,HU10	: 	9000.00 	9800.00 	10500.00 	8500.00 	8500.00 	9000.00 	10300.00 	10800.00 	11100.00 	10200.00 	9500.00 	: 	: 	: 
PPCS_HAB,B6N,HU2	: 	9000.00 	8400.00 	8100.00 	7900.00 	7600.00 	7700.00 	7200.00 	7300.00 	6900.00 	6300.00 	6200.00 	: 	: 	: 
PPCS_HAB,B6N,HU21	: 	9400.00 	8700.00 	8300.00 	8000.00 	7700.00 	7800.00 	7600.00 	7800.00 	7100.00 	6400.00 	6400.00 	: 	: 	: 
PPCS_HAB,B6N,HU22	: 	9300.00 	8700.00 	8300.00 	8200.00 	7700.00 	7800.00 	7300.00 	7400.00 	7200.00 	6800.00 	6500.00 	: 	: 	: 
PPCS_HAB,B6N,HU23	: 	8400.00 	7800.00 	7600.00 	7500.00 	7300.00 	7300.00 	6700.00 	6700.00 	6300.00 	5700.00 	5800.00 	: 	: 	: 
PPCS_HAB,B6N,HU3	: 	8000.00 	7400.00 	7200.00 	7200.00 	6900.00 	6800.00 	6200.00 	6200.00 	5700.00 	5600.00 	5300.00 	: 	: 	: 
PPCS_HAB,B6N,HU31	: 	7800.00 	7400.00 	7100.00 	7300.00 	7100.00 	6800.00 	6200.00 	6200.00 	5800.00 	6500.00 	5300.00 	: 	: 	: 
PPCS_HAB,B6N,HU32	: 	7900.00 	7200.00 	7000.00 	7100.00 	6700.00 	6700.00 	6100.00 	6000.00 	5500.00 	4900.00 	5100.00 	: 	: 	: 
PPCS_HAB,B6N,HU33	: 	8400.00 	7700.00 	7400.00 	7300.00 	6800.00 	6900.00 	6400.00 	6300.00 	5900.00 	5400.00 	5600.00 	: 	: 	: 
PPCS_HAB,B6N,IE	: 	13800.00 	14300.00 	14300.00 	14700.00 	14700.00 	15300.00 	15100.00 	14100.00 	13700.00 	12500.00 	11800.00 	: 	: 	: 
PPCS_HAB,B6N,IE0	: 	13800.00 	14300.00 	14300.00 	14700.00 	14700.00 	15300.00 	15100.00 	14100.00 	13700.00 	12500.00 	11800.00 	: 	: 	: 
PPCS_HAB,B6N,IE01	: 	12500.00 	13100.00 	13200.00 	13800.00 	13600.00 	13900.00 	13500.00 	12600.00 	12300.00 	11400.00 	10700.00 	: 	: 	: 
PPCS_HAB,B6N,IE02	: 	14300.00 	14700.00 	14700.00 	15100.00 	15000.00 	15800.00 	15600.00 	14600.00 	14200.00 	12900.00 	12200.00 	: 	: 	: 
PPCS_HAB,B6N,IT	: 	16100.00 	16200.00 	16700.00 	16700.00 	16300.00 	17200.00 	17000.00 	16300.00 	15700.00 	15300.00 	15100.00 	: 	: 	: 
PPCS_HAB,B6N,ITC	: 	19200.00 	19400.00 	20000.00 	19900.00 	19300.00 	20700.00 	20400.00 	19600.00 	18800.00 	18300.00 	17900.00 	: 	: 	: 
PPCS_HAB,B6N,ITC1	: 	18300.00 	18400.00 	19000.00 	18900.00 	18200.00 	19700.00 	19600.00 	18900.00 	18100.00 	17700.00 	17100.00 	: 	: 	: 
PPCS_HAB,B6N,ITC2	: 	18000.00 	18200.00 	18800.00 	19000.00 	18400.00 	19300.00 	18800.00 	18100.00 	17600.00 	17500.00 	17500.00 	: 	: 	: 
PPCS_HAB,B6N,ITC3	: 	18500.00 	18400.00 	18900.00 	18800.00 	18600.00 	19900.00 	19700.00 	18600.00 	18000.00 	17600.00 	17300.00 	: 	: 	: 
PPCS_HAB,B6N,ITC4	: 	19700.00 	20000.00 	20600.00 	20500.00 	19900.00 	21300.00 	20900.00 	20000.00 	19200.00 	18800.00 	18300.00 	: 	: 	: 
PPCS_HAB,B6N,ITF	: 	12000.00 	12000.00 	12300.00 	12300.00 	12000.00 	12600.00 	12500.00 	12000.00 	11600.00 	11300.00 	11300.00 	: 	: 	: 
PPCS_HAB,B6N,ITF1	: 	14700.00 	14600.00 	15100.00 	14800.00 	14600.00 	15300.00 	15000.00 	14300.00 	13700.00 	13300.00 	13500.00 	: 	: 	: 
PPCS_HAB,B6N,ITF2	: 	13400.00 	13300.00 	13800.00 	13700.00 	13400.00 	14100.00 	14000.00 	13200.00 	12400.00 	12000.00 	12000.00 	: 	: 	: 
PPCS_HAB,B6N,ITF3	: 	11500.00 	11400.00 	11900.00 	12000.00 	11700.00 	12300.00 	12200.00 	11700.00 	11400.00 	11200.00 	11200.00 	: 	: 	: 
PPCS_HAB,B6N,ITF4	: 	12200.00 	12100.00 	12300.00 	12100.00 	11800.00 	12400.00 	12300.00 	11900.00 	11400.00 	11200.00 	11100.00 	: 	: 	: 
PPCS_HAB,B6N,ITF5	: 	11800.00 	11800.00 	12100.00 	12100.00 	12000.00 	12600.00 	12600.00 	11900.00 	11400.00 	11100.00 	11000.00 	: 	: 	: 
PPCS_HAB,B6N,ITF6	: 	11400.00 	11400.00 	11800.00 	11700.00 	11600.00 	12000.00 	11900.00 	11400.00 	10900.00 	10600.00 	10400.00 	: 	: 	: 
PPCS_HAB,B6N,ITG	: 	12300.00 	12200.00 	12400.00 	12500.00 	12200.00 	12500.00 	12300.00 	11800.00 	11400.00 	11100.00 	11000.00 	: 	: 	: 
PPCS_HAB,B6N,ITG1	: 	11900.00 	11800.00 	12100.00 	12200.00 	11900.00 	12200.00 	12000.00 	11600.00 	11200.00 	10900.00 	10700.00 	: 	: 	: 
PPCS_HAB,B6N,ITG2	: 	13400.00 	13300.00 	13400.00 	13400.00 	13000.00 	13500.00 	13300.00 	12600.00 	12100.00 	11900.00 	11900.00 	: 	: 	: 
PPCS_HAB,B6N,ITH	: 	18400.00 	18500.00 	19100.00 	19000.00 	18500.00 	19700.00 	19700.00 	18700.00 	18000.00 	17700.00 	17500.00 	: 	: 	: 
PPCS_HAB,B6N,ITH1	: 	20600.00 	20800.00 	21100.00 	21200.00 	20600.00 	21200.00 	20800.00 	19800.00 	19100.00 	19100.00 	18300.00 	: 	: 	: 
PPCS_HAB,B6N,ITH2	: 	18700.00 	18900.00 	19500.00 	19600.00 	18900.00 	19900.00 	19400.00 	18300.00 	17800.00 	17700.00 	17700.00 	: 	: 	: 
PPCS_HAB,B6N,ITH3	: 	17300.00 	17400.00 	18100.00 	17900.00 	17300.00 	18300.00 	18200.00 	17400.00 	16800.00 	16500.00 	16100.00 	: 	: 	: 
PPCS_HAB,B6N,ITH4	: 	17900.00 	18000.00 	18800.00 	18700.00 	18100.00 	19200.00 	19200.00 	18100.00 	17400.00 	17100.00 	16800.00 	: 	: 	: 
PPCS_HAB,B6N,ITH5	: 	19400.00 	19600.00 	20100.00 	20000.00 	19700.00 	21200.00 	21300.00 	20200.00 	19400.00 	19000.00 	19000.00 	: 	: 	: 
PPCS_HAB,B6N,ITI	: 	16800.00 	17000.00 	17700.00 	17900.00 	17400.00 	18300.00 	18100.00 	17300.00 	16800.00 	16500.00 	16200.00 	: 	: 	: 
PPCS_HAB,B6N,ITI1	: 	17400.00 	17400.00 	17900.00 	17900.00 	17600.00 	18600.00 	18400.00 	17700.00 	17100.00 	16900.00 	16700.00 	: 	: 	: 
PPCS_HAB,B6N,ITI2	: 	16500.00 	16700.00 	17400.00 	17200.00 	16500.00 	17600.00 	17400.00 	16700.00 	16300.00 	16100.00 	15700.00 	: 	: 	: 
PPCS_HAB,B6N,ITI3	: 	16500.00 	16400.00 	16800.00 	16900.00 	16200.00 	17100.00 	16900.00 	16200.00 	15600.00 	15100.00 	14900.00 	: 	: 	: 
PPCS_HAB,B6N,ITI4	: 	16500.00 	16900.00 	17900.00 	18200.00 	17700.00 	18500.00 	18400.00 	17400.00 	17000.00 	16700.00 	16300.00 	: 	: 	: 
PPCS_HAB,B6N,LT	: 	11400.00 	10600.00 	10000.00 	9500.00 	8700.00 	9500.00 	8600.00 	8300.00 	7400.00 	6800.00 	: 	: 	: 	: 
PPCS_HAB,B6N,LT0	: 	11400.00 	10600.00 	10000.00 	9500.00 	8700.00 	9500.00 	8600.00 	8300.00 	7400.00 	6800.00 	: 	: 	: 	: 
PPCS_HAB,B6N,LT00	: 	11400.00 	10600.00 	10000.00 	9500.00 	8700.00 	9500.00 	8600.00 	8300.00 	7400.00 	6800.00 	: 	: 	: 	: 
PPCS_HAB,B6N,LV	: 	8200.00 	7600.00 	7000.00 	7300.00 	7100.00 	8600.00 	8300.00 	7300.00 	6100.00 	5200.00 	4800.00 	: 	: 	: 
PPCS_HAB,B6N,LV0	: 	8200.00 	7600.00 	7000.00 	7300.00 	7100.00 	8600.00 	8300.00 	7300.00 	6100.00 	5200.00 	4800.00 	: 	: 	: 
PPCS_HAB,B6N,LV00	: 	8200.00 	7600.00 	7000.00 	7300.00 	7100.00 	8600.00 	8300.00 	7300.00 	6100.00 	5200.00 	4800.00 	: 	: 	: 
PPCS_HAB,B6N,NL	: 	15500.00 	15600.00 	15500.00 	15300.00 	15300.00 	16000.00 	16100.00 	15200.00 	14700.00 	14400.00 	14100.00 	: 	: 	: 
PPCS_HAB,B6N,NL1	: 	14300.00 	14200.00 	14500.00 	14300.00 	14400.00 	14900.00 	14800.00 	14100.00 	13800.00 	13400.00 	13100.00 	: 	: 	: 
PPCS_HAB,B6N,NL11	: 	14100.00 	14100.00 	14400.00 	14200.00 	14200.00 	14500.00 	14400.00 	13800.00 	13500.00 	13100.00 	12800.00 	: 	: 	: 
PPCS_HAB,B6N,NL12	: 	14400.00 	14400.00 	14500.00 	14200.00 	14700.00 	15200.00 	15200.00 	14400.00 	14000.00 	13600.00 	13300.00 	: 	: 	: 
PPCS_HAB,B6N,NL13	: 	14300.00 	14300.00 	14800.00 	14500.00 	14300.00 	15100.00 	14900.00 	14100.00 	13900.00 	13500.00 	13200.00 	: 	: 	: 
PPCS_HAB,B6N,NL2	: 	15100.00 	15100.00 	15000.00 	14700.00 	14500.00 	15300.00 	15400.00 	14500.00 	14200.00 	13900.00 	13600.00 	: 	: 	: 
PPCS_HAB,B6N,NL21	: 	14400.00 	14400.00 	14600.00 	14300.00 	14300.00 	15100.00 	15100.00 	14200.00 	13900.00 	13600.00 	13300.00 	: 	: 	: 
PPCS_HAB,B6N,NL22	: 	15500.00 	15500.00 	15200.00 	14900.00 	14700.00 	15500.00 	15800.00 	14900.00 	14600.00 	14300.00 	13900.00 	: 	: 	: 
PPCS_HAB,B6N,NL23	: 	15100.00 	15100.00 	15200.00 	14700.00 	14200.00 	14500.00 	14700.00 	13700.00 	13200.00 	13000.00 	13000.00 	: 	: 	: 
PPCS_HAB,B6N,NL3	: 	16100.00 	16200.00 	16100.00 	15900.00 	16000.00 	16600.00 	16800.00 	15800.00 	15300.00 	15100.00 	14700.00 	: 	: 	: 
PPCS_HAB,B6N,NL31	: 	16200.00 	16400.00 	16300.00 	16500.00 	16200.00 	16900.00 	17500.00 	16300.00 	15700.00 	15600.00 	15200.00 	: 	: 	: 
PPCS_HAB,B6N,NL32	: 	16600.00 	16700.00 	16700.00 	16500.00 	16500.00 	17200.00 	17500.00 	16600.00 	16000.00 	15800.00 	15500.00 	: 	: 	: 
PPCS_HAB,B6N,NL33	: 	15700.00 	15800.00 	15700.00 	15400.00 	15500.00 	16200.00 	16200.00 	15200.00 	14700.00 	14500.00 	14100.00 	: 	: 	: 
PPCS_HAB,B6N,NL34	: 	15800.00 	15800.00 	15200.00 	15000.00 	15200.00 	15600.00 	15800.00 	14800.00 	13900.00 	13500.00 	13200.00 	: 	: 	: 
PPCS_HAB,B6N,NL4	: 	15100.00 	15200.00 	15300.00 	14900.00 	15000.00 	15700.00 	15900.00 	14900.00 	14300.00 	14000.00 	13600.00 	: 	: 	: 
PPCS_HAB,B6N,NL41	: 	15300.00 	15300.00 	15500.00 	15100.00 	15100.00 	16000.00 	16200.00 	15200.00 	14600.00 	14400.00 	14000.00 	: 	: 	: 
PPCS_HAB,B6N,NL42	: 	14800.00 	14800.00 	14800.00 	14500.00 	14600.00 	15200.00 	15300.00 	14200.00 	13600.00 	13200.00 	12800.00 	: 	: 	: 
PPCS_HAB,B6N,NO	: 	19400.00 	18800.00 	17800.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,NO0	: 	19400.00 	18800.00 	17800.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,NO01	: 	20700.00 	20500.00 	19500.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,NO02	: 	18200.00 	17500.00 	16500.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,NO03	: 	18500.00 	18000.00 	17000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,NO04	: 	19600.00 	19000.00 	17900.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,NO05	: 	19200.00 	18700.00 	17500.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,NO06	: 	18800.00 	18100.00 	16900.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,NO07	: 	18900.00 	18100.00 	17000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,PL	: 	10800.00 	10600.00 	9900.00 	9400.00 	8700.00 	8300.00 	7900.00 	7100.00 	6600.00 	6500.00 	6300.00 	: 	: 	: 
PPCS_HAB,B6N,PL1	: 	12400.00 	12100.00 	11200.00 	10600.00 	9700.00 	9100.00 	8900.00 	7900.00 	7500.00 	7400.00 	7100.00 	: 	: 	: 
PPCS_HAB,B6N,PL11	: 	11000.00 	10800.00 	10000.00 	9700.00 	8800.00 	8600.00 	8300.00 	7400.00 	6800.00 	6600.00 	6400.00 	: 	: 	: 
PPCS_HAB,B6N,PL12	: 	13100.00 	12800.00 	11800.00 	11000.00 	10200.00 	9400.00 	9200.00 	8200.00 	7800.00 	7800.00 	7400.00 	: 	: 	: 
PPCS_HAB,B6N,PL2	: 	11500.00 	11200.00 	10400.00 	9900.00 	9100.00 	8600.00 	8200.00 	7400.00 	6800.00 	6700.00 	6600.00 	: 	: 	: 
PPCS_HAB,B6N,PL21	: 	10200.00 	10100.00 	9400.00 	8800.00 	8200.00 	7800.00 	7500.00 	6700.00 	6200.00 	6100.00 	6000.00 	: 	: 	: 
PPCS_HAB,B6N,PL22	: 	12300.00 	12000.00 	11100.00 	10600.00 	9800.00 	9200.00 	8800.00 	7900.00 	7300.00 	7200.00 	7100.00 	: 	: 	: 
PPCS_HAB,B6N,PL3	: 	9100.00 	9000.00 	8400.00 	7900.00 	7300.00 	7000.00 	6700.00 	6000.00 	5500.00 	5500.00 	5400.00 	: 	: 	: 
PPCS_HAB,B6N,PL31	: 	9400.00 	9300.00 	8700.00 	8200.00 	7400.00 	7100.00 	6800.00 	6000.00 	5600.00 	5600.00 	5400.00 	: 	: 	: 
PPCS_HAB,B6N,PL32	: 	8600.00 	8400.00 	7900.00 	7400.00 	6900.00 	6600.00 	6400.00 	5700.00 	5300.00 	5200.00 	5200.00 	: 	: 	: 
PPCS_HAB,B6N,PL33	: 	9400.00 	9400.00 	8900.00 	8300.00 	7700.00 	7500.00 	7200.00 	6400.00 	5900.00 	5800.00 	5700.00 	: 	: 	: 
PPCS_HAB,B6N,PL34	: 	9200.00 	9000.00 	8500.00 	8000.00 	7400.00 	7000.00 	6700.00 	6000.00 	5600.00 	5600.00 	5300.00 	: 	: 	: 
PPCS_HAB,B6N,PL4	: 	10800.00 	10700.00 	10000.00 	9500.00 	8800.00 	8500.00 	8200.00 	7300.00 	6800.00 	6700.00 	6500.00 	: 	: 	: 
PPCS_HAB,B6N,PL41	: 	11200.00 	11100.00 	10400.00 	9800.00 	9100.00 	8700.00 	8300.00 	7500.00 	7000.00 	6900.00 	6600.00 	: 	: 	: 
PPCS_HAB,B6N,PL42	: 	10500.00 	10400.00 	9800.00 	9400.00 	8700.00 	8500.00 	8100.00 	7300.00 	6800.00 	6700.00 	6500.00 	: 	: 	: 
PPCS_HAB,B6N,PL43	: 	9700.00 	9800.00 	9300.00 	8900.00 	8100.00 	7900.00 	7700.00 	6800.00 	6300.00 	6200.00 	6000.00 	: 	: 	: 
PPCS_HAB,B6N,PL5	: 	10800.00 	10600.00 	9800.00 	9400.00 	8600.00 	8200.00 	7800.00 	7000.00 	6500.00 	6400.00 	6300.00 	: 	: 	: 
PPCS_HAB,B6N,PL51	: 	11300.00 	10900.00 	10100.00 	9700.00 	8900.00 	8400.00 	8100.00 	7200.00 	6800.00 	6700.00 	6600.00 	: 	: 	: 
PPCS_HAB,B6N,PL52	: 	9500.00 	9600.00 	8900.00 	8500.00 	7900.00 	7400.00 	7100.00 	6200.00 	5800.00 	5700.00 	5400.00 	: 	: 	: 
