"vars","pval","adjp","odds","exp","obs","size"
"pop_Total",0.0555555555555555,0.603174603174603,Inf,0.5,2,7
"pop_YGE75",0.0555555555555555,0.603174603174603,Inf,0.5,2,7
"emp_Y25-64_ED0-2",0.0555555555555555,0.603174603174603,Inf,0.5,2,7
"emp_Y15-24_NaceG-I",0.0555555555555555,0.603174603174603,Inf,0.5,2,7
"emp_Y15-24_NaceR-U",0.0555555555555555,0.603174603174603,Inf,0.5,2,7
"emp_Y25-64_NaceR-U",0.0555555555555555,0.603174603174603,Inf,0.5,2,7
"unemp_Y15-24",0.0555555555555555,0.603174603174603,Inf,0.5,2,7
"pop_Y25-64",0.444444444444444,1,3.33333333333333,0.5,1,7
"pop_Y65-74",0.444444444444444,1,3.33333333333333,0.5,1,7
"ARPR",0.444444444444444,1,3.33333333333333,0.5,1,7
"low_work",0.444444444444444,1,3.33333333333333,0.5,1,7
"ARPR_socexcl",0.444444444444444,1,3.33333333333333,0.5,1,7
"emp_Y15-24_ED0-2",0.444444444444444,1,3.33333333333333,0.5,1,7
"emp_Y15-24_ED5-8",0.444444444444444,1,3.33333333333333,0.5,1,7
"emp_Y25-64_NaceG-I",0.444444444444444,1,3.33333333333333,0.5,1,7
"emp_Y25-64_NaceM_N",0.444444444444444,1,3.33333333333333,0.5,1,7
"unemp_YGE25",0.444444444444444,1,3.33333333333333,0.5,1,7
"earn_OC1_NaceB-F",0.444444444444444,1,3.33333333333333,0.5,1,7
"earn_OC5_NaceB-F",0.444444444444444,1,3.33333333333333,0.5,1,7
"earn_OC1_NaceP-S",0.444444444444444,1,3.33333333333333,0.5,1,7
"earn_OC2_NaceP-S",0.444444444444444,1,3.33333333333333,0.5,1,7
"rooms_pp",0.595238095238095,1,1.88888888888889,0.714285714285714,1,10
"pop_Y0-14",1,1,0,0.5,0,7
"pop_Y15-24",1,1,0,0.5,0,7
"mat_depriv",1,1,0,0.5,0,7
"emp_Y15-24_ED3-4",1,1,0,0.5,0,7
"emp_Y25-64_ED3-4",1,1,0,0.5,0,7
"emp_Y25-64_ED5-8",1,1,0,0.5,0,7
"emp_TF",1,1,0,0.5,0,7
"emp_TP",1,1,0,0.5,0,7
"emp_Y15-24",1,1,0,0.5,0,7
"emp_Y25-64",1,1,0,0.5,0,7
"emp_YGE65",1,1,0,0.5,0,7
"emp_Y15-24_NaceA",1,1,0,0.5,0,7
"emp_Y25-64_NaceA",1,1,0,0.5,0,7
"emp_Y15-24_NaceB-E",1,1,0,0.5,0,7
"emp_Y25-64_NaceB-E",1,1,0,0.5,0,7
"emp_Y15-24_NaceF",1,1,0,0.5,0,7
"emp_Y25-64_NaceF",1,1,0,0.5,0,7
"emp_Y15-24_NaceJ",1,1,0,0.5,0,7
"emp_Y25-64_NaceJ",1,1,0,0.5,0,7
"emp_Y15-24_NaceK",1,1,0,0.357142857142857,0,5
"emp_Y25-64_NaceK",1,1,0,0.5,0,7
"emp_Y15-24_NaceL",1,1,0,0.142857142857143,0,2
"emp_Y25-64_NaceL",1,1,0,0.5,0,7
"emp_Y15-24_NaceM_N",1,1,0,0.5,0,7
"emp_Y15-24_NaceO-Q",1,1,0,0.5,0,7
"emp_Y25-64_NaceO-Q",1,1,0,0.5,0,7
"GDP",1,1,0,0.5,0,7
"GVAgr",1,1,0,0.5,0,7
"disp_income",1,1,0,0.5,0,7
"training",1,1,0,0.5,0,7
"earn_OC2_NaceB-F",1,1,0,0.5,0,7
"earn_OC3_NaceB-F",1,1,0,0.5,0,7
"earn_OC4_NaceB-F",1,1,0,0.5,0,7
"earn_OC6_NaceB-F",1,1,0,0.285714285714286,0,4
"earn_OC7_NaceB-F",1,1,0,0.5,0,7
"earn_OC8_NaceB-F",1,1,0,0.5,0,7
"earn_OC9_NaceB-F",1,1,0,0.5,0,7
"earn_OC1_NaceG-N",1,1,0,0.5,0,7
"earn_OC2_NaceG-N",1,1,0,0.5,0,7
"earn_OC3_NaceG-N",1,1,0,0.5,0,7
"earn_OC4_NaceG-N",1,1,0,0.5,0,7
"earn_OC5_NaceG-N",1,1,0,0.5,0,7
"earn_OC6_NaceG-N",1,1,0,0.357142857142857,0,5
"earn_OC7_NaceG-N",1,1,0,0.5,0,7
"earn_OC8_NaceG-N",1,1,0,0.5,0,7
"earn_OC9_NaceG-N",1,1,0,0.5,0,7
"earn_OC3_NaceP-S",1,1,0,0.5,0,7
"earn_OC4_NaceP-S",1,1,0,0.5,0,7
"earn_OC5_NaceP-S",1,1,0,0.5,0,7
"earn_OC6_NaceP-S",1,1,0,0.285714285714286,0,4
"earn_OC7_NaceP-S",1,1,0,0.428571428571429,0,6
"earn_OC8_NaceP-S",1,1,0,0.428571428571429,0,6
"earn_OC9_NaceP-S",1,1,0,0.5,0,7
"expend_ED5-8",1,1,0,0.428571428571429,0,6
